actor_ID,gender,emotion,emotional_intensity,statement,mfcc_profile,mean_centroid,std_centroid,mean_bandwidth,std_bandwidth
01,male,calm,strong,dogs,"[0.18986044824123383, 0.8823732137680054, 0.8214573860168457, 0.8261823058128357, 0.815883994102478, 0.8259928822517395, 0.8112569451332092, 0.8195360898971558, 0.8042311668395996, 0.8157066106796265, 0.8040890693664551, 0.8141319751739502, 0.814612627029419, 0.8148475289344788, 0.81497722864151, 0.812217116355896, 0.8110726475715637, 0.8158690333366394, 0.8124404549598694, 0.8109764456748962]",2799.1271274248243,2162.1567524569273,3481.0240774153817,562.4012279777209
01,male,calm,strong,dogs,"[0.178249791264534, 0.8806278109550476, 0.8114334940910339, 0.8210869431495667, 0.8163991570472717, 0.8219801783561707, 0.8072219491004944, 0.8153291940689087, 0.8010561466217041, 0.8088923692703247, 0.8019495606422424, 0.81074059009552, 0.813109815120697, 0.8101994395256042, 0.811213493347168, 0.8086454272270203, 0.806829035282135, 0.8114607930183411, 0.8105788826942444, 0.8073969483375549]",2578.26623027143,2026.90284690005,3274.3024950371623,645.3819738118041
01,male,happy,normal,kids,"[0.14897511899471283, 0.8572553992271423, 0.7863976955413818, 0.7943381667137146, 0.7916755080223083, 0.7944828867912292, 0.7788453102111816, 0.7872828841209412, 0.7780963778495789, 0.7822263240814209, 0.7764230966567993, 0.7862531542778015, 0.7853569984436035, 0.7799217104911804, 0.7854942083358765, 0.7855795621871948, 0.7809284925460815, 0.7856279611587524, 0.7873868346214294, 0.7807985544204712]",2251.044747606499,1472.2591343888525,3081.391726293759,872.7935231124347
01,male,happy,normal,kids,"[0.14024171233177185, 0.8526905179023743, 0.7779605388641357, 0.7880521416664124, 0.787986695766449, 0.789085328578949, 0.7736417651176453, 0.7790665626525879, 0.7726333737373352, 0.7750929594039917, 0.7681024670600891, 0.7805255651473999, 0.7796650528907776, 0.7729405164718628, 0.7803525924682617, 0.78028804063797, 0.7740975022315979, 0.7790070176124573, 0.7812565565109253, 0.7741828560829163]",2106.4207626615275,1435.1084545277313,2879.294306675054,834.0914313786454
01,male,happy,normal,kids,"[0.15253020823001862, 0.8674888610839844, 0.7998502254486084, 0.8075090646743774, 0.8033370971679688, 0.8043748140335083, 0.7930364608764648, 0.8000041246414185, 0.7889807820320129, 0.793971061706543, 0.7852446436882019, 0.7988671660423279, 0.7991610169410706, 0.7922861576080322, 0.7970589995384216, 0.7984267473220825, 0.7932435870170593, 0.7985521554946899, 0.7988152503967285, 0.7930518388748169]",2440.548505577424,1998.9579193904995,3108.054782332509,824.7800621911604
01,male,happy,normal,kids,"[0.16083702445030212, 0.858406662940979, 0.7943886518478394, 0.807782769203186, 0.7996914386749268, 0.8011639714241028, 0.788009524345398, 0.7983199954032898, 0.7857076525688171, 0.7906033992767334, 0.7816697359085083, 0.7940195202827454, 0.7932476997375488, 0.7895417213439941, 0.7938685417175293, 0.7936986684799194, 0.7887994647026062, 0.7939149737358093, 0.7940844297409058, 0.7877408266067505]",2657.7160509624773,1830.062401104096,3283.375087553526,674.2653180988027
01,male,happy,strong,dogs,"[0.1575814187526703, 0.8508734107017517, 0.7788657546043396, 0.7943971753120422, 0.7826664447784424, 0.7920598387718201, 0.7795287370681763, 0.7817980647087097, 0.773888111114502, 0.7810209393501282, 0.7749788761138916, 0.7791829705238342, 0.7854812145233154, 0.7792527079582214, 0.7816901206970215, 0.784844696521759, 0.7793833017349243, 0.7818673849105835, 0.7835940718650818, 0.780733048915863]",2648.957370721184,1618.461077737711,3236.472023671708,808.1421690001348
01,male,happy,strong,dogs,"[0.15291516482830048, 0.8449432849884033, 0.7629218697547913, 0.7750430703163147, 0.7716373801231384, 0.7792774438858032, 0.7652492523193359, 0.7667056322097778, 0.7610029578208923, 0.7648823857307434, 0.7577266693115234, 0.766970157623291, 0.7745392322540283, 0.7646832466125488, 0.7668647766113281, 0.7715510725975037, 0.76622074842453, 0.7672829627990723, 0.7706419229507446, 0.7665503025054932]",2435.76338402437,1626.019462312959,3075.312789509771,887.3675172933009
01,male,happy,strong,dogs,"[0.18030716478824615, 0.8481401205062866, 0.7660976648330688, 0.7871497869491577, 0.7757089138031006, 0.7854671478271484, 0.7681435942649841, 0.7753572463989258, 0.76490318775177, 0.7690786719322205, 0.7605823278427124, 0.7750450372695923, 0.7778354287147522, 0.7675625085830688, 0.7743015289306641, 0.7772749662399292, 0.7699611783027649, 0.7722703814506531, 0.7774502038955688, 0.7705447673797607]",3003.3628075965707,1946.314840565316,3297.9855041334254,706.1765519394312
01,male,happy,strong,dogs,"[0.1870979368686676, 0.8481613397598267, 0.7688446044921875, 0.7886867523193359, 0.7750806212425232, 0.7866635322570801, 0.7678608894348145, 0.7776972055435181, 0.7662674784660339, 0.7711822390556335, 0.7627729773521423, 0.7739623188972473, 0.7774643898010254, 0.7708133459091187, 0.7758354544639587, 0.778174877166748, 0.7723551988601685, 0.7727113366127014, 0.7770468592643738, 0.7727798223495483]",2917.9748810167457,1995.7315542789493,3245.57436904184,710.7469233192522
01,male,sad,normal,kids,"[0.13856737315654755, 0.8581313490867615, 0.7945007085800171, 0.8010370135307312, 0.7993167042732239, 0.8018301129341125, 0.7854253053665161, 0.795932948589325, 0.7843738794326782, 0.7872621417045593, 0.7837210893630981, 0.7900637984275818, 0.7890840768814087, 0.7896866798400879, 0.7928757071495056, 0.7885825037956238, 0.7876958250999451, 0.7915815114974976, 0.7910215258598328, 0.788106381893158]",2272.6240093161828,1496.7081618942045,3269.662239442107,804.9838206156577
01,male,sad,normal,kids,"[0.14041154086589813, 0.8613379597663879, 0.794766902923584, 0.8023079037666321, 0.8007417917251587, 0.8021830916404724, 0.7873716354370117, 0.7969620823860168, 0.7860305309295654, 0.7871230244636536, 0.7843183279037476, 0.7889031767845154, 0.7908785939216614, 0.7898210883140564, 0.7914362549781799, 0.7897231578826904, 0.7893142700195312, 0.7920863628387451, 0.7909867167472839, 0.789461076259613]",2144.9779111864214,1715.1024053222848,2965.5857934604874,870.5781060719382
01,male,sad,normal,kids,"[0.13302645087242126, 0.8627819418907166, 0.8017733693122864, 0.8079774379730225, 0.8075896501541138, 0.8083937764167786, 0.7951152920722961, 0.8032865524291992, 0.7940459847450256, 0.7953813076019287, 0.7924491763114929, 0.7991131544113159, 0.7990894317626953, 0.7990327477455139, 0.7994776964187622, 0.7986714243888855, 0.7971711754798889, 0.7989462614059448, 0.7996259927749634, 0.7975024580955505]",2283.660057345251,1974.6810492242334,2948.6684762701425,768.1740063670353
01,male,sad,normal,kids,"[0.13409589231014252, 0.863270103931427, 0.8051581978797913, 0.8118017911911011, 0.8086698651313782, 0.8095349073410034, 0.7963737845420837, 0.8068544864654541, 0.7954325675964355, 0.7959983944892883, 0.7921754121780396, 0.7999336123466492, 0.7990589141845703, 0.7983863353729248, 0.8013516664505005, 0.799618661403656, 0.7978081703186035, 0.7997834086418152, 0.802174985408783, 0.7992374300956726]",2356.0916699523996,1954.8349344960407,2980.4941579581337,700.4820048747615
01,male,sad,strong,dogs,"[0.14290183782577515, 0.8526197075843811, 0.7888724207878113, 0.7961719632148743, 0.7928186058998108, 0.7952855825424194, 0.7778600454330444, 0.7892325520515442, 0.7770435810089111, 0.7800869941711426, 0.777216374874115, 0.7843018770217896, 0.782346785068512, 0.7810000777244568, 0.7846614718437195, 0.7818564176559448, 0.7801414728164673, 0.7839002013206482, 0.7847597002983093, 0.7805049419403076]",2245.190880963144,1859.7238789777416,3065.661056122148,846.1601450057265
01,male,sad,strong,dogs,"[0.14647731184959412, 0.8507620692253113, 0.7812788486480713, 0.7962207794189453, 0.7883611917495728, 0.7952262163162231, 0.777957022190094, 0.7840214967727661, 0.7776176333427429, 0.7794901728630066, 0.7734149098396301, 0.7840653657913208, 0.7842038869857788, 0.7792238593101501, 0.7842115163803101, 0.7851996421813965, 0.7796882390975952, 0.7831430435180664, 0.7864497900009155, 0.7795829772949219]",2341.4690803883946,1750.4032115089974,2999.8922141466146,951.4538265172421
01,male,sad,strong,dogs,"[0.15194423496723175, 0.8565859794616699, 0.7871537804603577, 0.799123227596283, 0.7959840893745422, 0.798154354095459, 0.78230881690979, 0.7897788882255554, 0.7802779674530029, 0.781740665435791, 0.7745758295059204, 0.7887779474258423, 0.7875158786773682, 0.78282231092453, 0.7884041666984558, 0.7882504463195801, 0.7833881378173828, 0.7875568866729736, 0.7900899052619934, 0.7849050760269165]",2635.319424612082,2211.1464415884916,3043.1640535899573,943.3373198010634
01,male,sad,strong,dogs,"[0.16759563982486725, 0.8607815504074097, 0.7896860241889954, 0.8071103096008301, 0.7978199124336243, 0.8029112219810486, 0.7858588099479675, 0.7945448756217957, 0.7850409746170044, 0.7871409058570862, 0.7810507416725159, 0.7937883734703064, 0.7931219339370728, 0.788440465927124, 0.7934383749961853, 0.7930477857589722, 0.7873064279556274, 0.7925201058387756, 0.7950865030288696, 0.7884339690208435]",2788.3991577087877,2101.576266904734,3142.5735147920977,844.1462194263689
01,male,angry,normal,kids,"[0.16742156445980072, 0.845373272895813, 0.7737114429473877, 0.795796275138855, 0.784527063369751, 0.7877328991889954, 0.7748252153396606, 0.7838345766067505, 0.778213381767273, 0.7800291180610657, 0.7703216075897217, 0.7805895805358887, 0.781960666179657, 0.777762234210968, 0.7811195254325867, 0.780927836894989, 0.7768089771270752, 0.781232476234436, 0.78009033203125, 0.7777945399284363]",3100.0001342136675,1746.1701437015163,3527.6524350003006,766.5568769076135
01,male,angry,normal,kids,"[0.1855749487876892, 0.8566998839378357, 0.7848585844039917, 0.807587742805481, 0.7916760444641113, 0.7991973757743835, 0.785115122795105, 0.7943668365478516, 0.7838364839553833, 0.7874588966369629, 0.7825909852981567, 0.7898449897766113, 0.7909937500953674, 0.7876198291778564, 0.7903443574905396, 0.7913697957992554, 0.7882293462753296, 0.7919451594352722, 0.7903907299041748, 0.7875714302062988]",3441.7849027665025,2027.9188602169238,3630.6386835875996,919.3276649024727
01,male,angry,normal,kids,"[0.15055198967456818, 0.8463098406791687, 0.7839560508728027, 0.7993378043174744, 0.7890426516532898, 0.7919395565986633, 0.779281497001648, 0.7877156734466553, 0.7782589197158813, 0.7806481122970581, 0.7746009230613708, 0.7845495939254761, 0.7834964990615845, 0.7805095911026001, 0.7860665321350098, 0.7830581665039062, 0.7810054421424866, 0.7851608395576477, 0.7850154042243958, 0.7804394364356995]",3124.3909955962085,2240.2622021975058,3381.7292239500116,695.2684282777159
01,male,angry,normal,kids,"[0.16850534081459045, 0.8449782729148865, 0.7781848907470703, 0.7943241000175476, 0.7823688387870789, 0.7893132567405701, 0.7730410695075989, 0.7838385105133057, 0.7753347754478455, 0.774911105632782, 0.7693091630935669, 0.7791184186935425, 0.7808911800384521, 0.7755143642425537, 0.7812069058418274, 0.7813261151313782, 0.7747927308082581, 0.7801386713981628, 0.781340479850769, 0.7755650877952576]",3251.9405428870837,2376.075842159579,3342.504709122268,693.7518461665239
01,male,angry,strong,dogs,"[0.25734344124794006, 0.8585771322250366, 0.7573851943016052, 0.7930744290351868, 0.7762308120727539, 0.7855066061019897, 0.7748980522155762, 0.7833918929100037, 0.7659411430358887, 0.7769819498062134, 0.7714803814888, 0.7793822884559631, 0.7816329598426819, 0.7816306352615356, 0.7805874347686768, 0.7806712985038757, 0.7802993059158325, 0.7859174609184265, 0.7862156629562378, 0.7821055054664612]",3991.0608869155567,1986.9656294915076,3940.9371865134767,723.1301969634538
01,male,angry,strong,dogs,"[0.2643316090106964, 0.8507609367370605, 0.7517497539520264, 0.8016301393508911, 0.7733941674232483, 0.7908849716186523, 0.7700527906417847, 0.7848279476165771, 0.7710005640983582, 0.7794831991195679, 0.7672292590141296, 0.7791248559951782, 0.7835313081741333, 0.7766449451446533, 0.781274139881134, 0.7836722731590271, 0.7805625796318054, 0.7833217978477478, 0.7819068431854248, 0.777604341506958]",4519.05357921906,2381.619203697825,3949.4355841480788,812.3339240658865
01,male,angry,strong,dogs,"[0.2553007900714874, 0.8434317708015442, 0.7554709315299988, 0.7924716472625732, 0.7737038731575012, 0.78547602891922, 0.7694207429885864, 0.7785007953643799, 0.7674717903137207, 0.7716668248176575, 0.7649151682853699, 0.7760610580444336, 0.7788113951683044, 0.771189272403717, 0.7765863537788391, 0.7789798974990845, 0.7731516361236572, 0.7800824642181396, 0.7795516848564148, 0.7745250463485718]",4181.560413878212,2239.9662244219753,3869.202203887692,577.8480057817923
01,male,angry,strong,dogs,"[0.28859856724739075, 0.8282231688499451, 0.7371341586112976, 0.7722993493080139, 0.752633273601532, 0.7693595290184021, 0.7515515089035034, 0.7604596614837646, 0.7456357479095459, 0.7593023777008057, 0.7472411394119263, 0.7606464624404907, 0.7666472792625427, 0.7588483691215515, 0.760035514831543, 0.7640124559402466, 0.7617192268371582, 0.768102765083313, 0.7659303545951843, 0.7660518288612366]",4401.141074735539,1996.163387089903,4203.698854355498,548.9721218617523
01,male,fearful,normal,kids,"[0.16619369387626648, 0.8721634745597839, 0.803586483001709, 0.8148424625396729, 0.8064157366752625, 0.8143290281295776, 0.7920268774032593, 0.8030208945274353, 0.7912120223045349, 0.793773353099823, 0.7907413244247437, 0.8003429174423218, 0.7983494997024536, 0.7982746362686157, 0.804351270198822, 0.7993550896644592, 0.7967574596405029, 0.8026799559593201, 0.8041607737541199, 0.7977983355522156]",2876.1946140858463,1916.1960661791422,3542.047283892624,970.372559011267
01,male,fearful,normal,kids,"[0.16267549991607666, 0.8598265647888184, 0.7875596284866333, 0.7991400361061096, 0.7934161424636841, 0.8012481927871704, 0.7817328572273254, 0.790725588798523, 0.7786256670951843, 0.7812870144844055, 0.7781657576560974, 0.7894679307937622, 0.7882340550422668, 0.7841188907623291, 0.7900715470314026, 0.7880500555038452, 0.7847837209701538, 0.7908653616905212, 0.7924700975418091, 0.7859348654747009]",2826.5619901930486,1991.7406481838184,3387.5219095188886,1030.3786497344413
01,male,fearful,normal,kids,"[0.16087986528873444, 0.8631373047828674, 0.7992901802062988, 0.812480092048645, 0.8022828698158264, 0.8085707426071167, 0.7910718321800232, 0.7998841404914856, 0.7879840135574341, 0.7911345362663269, 0.7876836657524109, 0.7957264184951782, 0.7940294742584229, 0.792868971824646, 0.7964122295379639, 0.7942865490913391, 0.7913761138916016, 0.7961401343345642, 0.7965795397758484, 0.7931795120239258]",2659.5989074590957,1909.2532430066847,3303.554966609671,703.9954074208703
01,male,fearful,normal,kids,"[0.17303971946239471, 0.8612270355224609, 0.7884706258773804, 0.8020836710929871, 0.7968217730522156, 0.8012515902519226, 0.7842708826065063, 0.7933836579322815, 0.7798837423324585, 0.7838522791862488, 0.7821041345596313, 0.7910032868385315, 0.7885738611221313, 0.7883821129798889, 0.7904251217842102, 0.7883623242378235, 0.7869636416435242, 0.7917083501815796, 0.7898279428482056, 0.7881393432617188]",2892.8770041612124,2297.8290827783326,3275.54244490817,807.7330576941565
01,male,fearful,strong,dogs,"[0.231345996260643, 0.8748417496681213, 0.7734485268592834, 0.7993649840354919, 0.7852864861488342, 0.8026867508888245, 0.7881432175636292, 0.7937081456184387, 0.7765259742736816, 0.7787339687347412, 0.7783164381980896, 0.7888340353965759, 0.7933657765388489, 0.7854151725769043, 0.7882404327392578, 0.78968346118927, 0.7851670384407043, 0.7928956151008606, 0.7957333326339722, 0.7913883328437805]",3819.3140144920767,1926.2937220395588,4012.6007555183223,763.5816406505003
01,male,fearful,strong,dogs,"[0.20052970945835114, 0.8623214960098267, 0.7640227675437927, 0.7805829644203186, 0.773207426071167, 0.7954007983207703, 0.7739228010177612, 0.7784832119941711, 0.7624329328536987, 0.7662013173103333, 0.7653838396072388, 0.774425208568573, 0.7792086005210876, 0.7697479724884033, 0.7741492986679077, 0.7758315801620483, 0.7742224931716919, 0.7811765670776367, 0.7827193737030029, 0.7761481404304504]",3600.293679788296,1533.3565918140646,4041.8210105979024,796.1463291521587
01,male,fearful,strong,dogs,"[0.2540263235569, 0.8805935382843018, 0.7763166427612305, 0.8049150705337524, 0.786266028881073, 0.8047821521759033, 0.7885621190071106, 0.7991374135017395, 0.7750966548919678, 0.7809363007545471, 0.7803014516830444, 0.7886314988136292, 0.7960833311080933, 0.7881225943565369, 0.7889491319656372, 0.7910578846931458, 0.7865284085273743, 0.794452428817749, 0.80064457654953, 0.7932029962539673]",3794.3976424227835,1894.4049433264345,3964.8128212154174,607.1907560815636
01,male,fearful,strong,dogs,"[0.2200772911310196, 0.8596982955932617, 0.7664996981620789, 0.7872100472450256, 0.7745751738548279, 0.7937473654747009, 0.7770493626594543, 0.7800149917602539, 0.7623332738876343, 0.7721594572067261, 0.7645166516304016, 0.7760068774223328, 0.7857468724250793, 0.7763783931732178, 0.7739737033843994, 0.7773836851119995, 0.7746564149856567, 0.7809991836547852, 0.7851788997650146, 0.7773882746696472]",3695.413804812231,2342.433648278078,3752.4998793024156,732.0137163345642
01,male,disgust,normal,kids,"[0.16260014474391937, 0.867070734500885, 0.7976402044296265, 0.8057382702827454, 0.7991992831230164, 0.8072581887245178, 0.790691077709198, 0.7992284893989563, 0.7867759466171265, 0.7936656475067139, 0.7850651741027832, 0.7959113121032715, 0.7971770763397217, 0.7904834747314453, 0.7954680919647217, 0.7937936186790466, 0.7911475896835327, 0.798302173614502, 0.7936533093452454, 0.7929739356040955]",2634.1349264299415,1708.4974254389676,3505.432853024114,697.4811830108464
01,male,disgust,normal,kids,"[0.17479325830936432, 0.8709387183189392, 0.8124322891235352, 0.8182933330535889, 0.8074063658714294, 0.8212441205978394, 0.8027729392051697, 0.8104197978973389, 0.7990915775299072, 0.8072654604911804, 0.7967092990875244, 0.8092937469482422, 0.8087766766548157, 0.8052190542221069, 0.8058551549911499, 0.8077995777130127, 0.8052849173545837, 0.8103025555610657, 0.8068329691886902, 0.8063323497772217]",3429.806817738599,1707.5317241348243,4182.501252311689,681.6921313989204
01,male,disgust,normal,kids,"[0.1820061057806015, 0.8712505102157593, 0.8049149513244629, 0.8102845549583435, 0.8035061955451965, 0.8077355623245239, 0.7965394854545593, 0.8047327995300293, 0.7871414422988892, 0.7964892983436584, 0.7924942970275879, 0.8007836937904358, 0.7966949939727783, 0.7977206110954285, 0.7985472083091736, 0.7978955507278442, 0.7940682768821716, 0.7993254661560059, 0.7986624836921692, 0.7964208722114563]",3113.043658334694,2549.5231820508952,3519.6722635920282,742.197905578771
01,male,disgust,normal,kids,"[0.1604851633310318, 0.8619165420532227, 0.803878664970398, 0.810950517654419, 0.8045915961265564, 0.808142364025116, 0.7987831234931946, 0.8062390089035034, 0.7891795039176941, 0.7999375462532043, 0.794178307056427, 0.8038122653961182, 0.8007449507713318, 0.7993698716163635, 0.8005339503288269, 0.7999319434165955, 0.7961156368255615, 0.8023008704185486, 0.8013749122619629, 0.7976635694503784]",3243.350536463977,2658.2532917762846,3585.8064749983255,821.6622511152362
01,male,disgust,strong,dogs,"[0.18829244375228882, 0.8541736602783203, 0.7774345874786377, 0.791244387626648, 0.7696200013160706, 0.7864455580711365, 0.776451826095581, 0.7826974987983704, 0.7658877968788147, 0.77237868309021, 0.7733899354934692, 0.7786581516265869, 0.782092809677124, 0.7804569602012634, 0.7788683176040649, 0.7793225646018982, 0.7776896357536316, 0.7812436819076538, 0.7783330678939819, 0.7796227931976318]",3725.359425932961,2044.737116898218,3937.460800834361,759.7160078058749
01,male,disgust,strong,dogs,"[0.18475066125392914, 0.8352887630462646, 0.7622082233428955, 0.785743236541748, 0.7659472227096558, 0.7784201502799988, 0.7620238661766052, 0.769131600856781, 0.7533490061759949, 0.7689668536186218, 0.7664332985877991, 0.7708560824394226, 0.7727572917938232, 0.769226610660553, 0.7709824442863464, 0.7677732110023499, 0.7682961225509644, 0.7754012942314148, 0.7741445899009705, 0.7690431475639343]",3529.8363902605506,2014.621795203919,3804.9599144465724,685.4469400528593
01,male,disgust,strong,dogs,"[0.19938616454601288, 0.8498559594154358, 0.7946919202804565, 0.8056316375732422, 0.7776855826377869, 0.7935777902603149, 0.7829644083976746, 0.7877093553543091, 0.7701475024223328, 0.7832499742507935, 0.7833678126335144, 0.7811582684516907, 0.7808813452720642, 0.7858469486236572, 0.7829917669296265, 0.7814105749130249, 0.7777261137962341, 0.787169337272644, 0.7828993797302246, 0.7791752219200134]",3914.139013969373,2566.343927342083,3931.0615709091367,790.5909321288568
01,male,disgust,strong,dogs,"[0.16723130643367767, 0.8491556644439697, 0.7865821719169617, 0.7946617007255554, 0.7790303230285645, 0.7911214232444763, 0.7786898612976074, 0.7822259068489075, 0.7663617730140686, 0.7787826657295227, 0.7780512571334839, 0.7819523215293884, 0.7796522378921509, 0.7808717489242554, 0.7792290449142456, 0.7806510329246521, 0.778969943523407, 0.7829691171646118, 0.7846263647079468, 0.780003011226654]",3749.7164053478014,2737.1718678136795,3767.0811300681976,763.9405301083858
01,male,surprised,normal,kids,"[0.12156129628419876, 0.8470622897148132, 0.7886481285095215, 0.7945494651794434, 0.7888739705085754, 0.795274019241333, 0.7801753878593445, 0.7867433428764343, 0.7787397503852844, 0.7828571200370789, 0.7782925963401794, 0.7829787731170654, 0.7870137095451355, 0.7816749811172485, 0.7850536704063416, 0.7847834825515747, 0.781033992767334, 0.7838789820671082, 0.7863847613334656, 0.7809473276138306]",2531.778202009228,1650.0662947365524,3338.6350973346357,903.0108497750184
01,male,surprised,normal,kids,"[0.12224511057138443, 0.8424694538116455, 0.7831346392631531, 0.7896736264228821, 0.7881518602371216, 0.792275071144104, 0.7779190540313721, 0.7822471261024475, 0.7762106657028198, 0.779181718826294, 0.7751311659812927, 0.7832433581352234, 0.7821687459945679, 0.778459370136261, 0.7812634110450745, 0.7821648120880127, 0.7779051661491394, 0.7802702188491821, 0.7839031219482422, 0.7793025374412537]",2264.191512730874,1576.072219929414,3084.2163101915653,891.7886075208789
01,male,surprised,normal,kids,"[0.1461089849472046, 0.8543437123298645, 0.79231196641922, 0.8019236326217651, 0.7949380874633789, 0.7989082932472229, 0.7845001816749573, 0.7935182452201843, 0.782573938369751, 0.7865757346153259, 0.7814621925354004, 0.7908342480659485, 0.7898908853530884, 0.7872624397277832, 0.7893896698951721, 0.7878118753433228, 0.786252498626709, 0.7896209359169006, 0.7910547852516174, 0.785952627658844]",2639.7790542244875,2018.7387960475446,3229.728068287041,725.9500484146378
01,male,surprised,normal,kids,"[0.14283320307731628, 0.8506271839141846, 0.7930688858032227, 0.8027668595314026, 0.7943461537361145, 0.7985605597496033, 0.7860743999481201, 0.7956221103668213, 0.7864450216293335, 0.7903683185577393, 0.7854333519935608, 0.7916526794433594, 0.7926766872406006, 0.789021909236908, 0.7911794781684875, 0.7932409048080444, 0.7876129150390625, 0.7921419739723206, 0.7936546206474304, 0.7882917523384094]",2662.7625926050114,1911.896301630001,3261.55511284248,870.8404178200833
